product_name,price_of_the_product,properties,star_ratings,no_of_ratings,no_of_reviews
KENT Ace Star 8 L RO + UV + UF + TDS Water Purifier with Digital Display,"₹16,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,403,49
Aquagrand Nexon Alkaline + ro + uv + uf + TDS Controller 18 L RO + UV + UF + TDS Water Purifier,"₹5,899","['Electrical & Storage', 'RO + UV + UF + TDS', '18 L Capacity', 'na']",3.7,3,0
Aqua Fresh nyc MINERAL+ro+uv+uf+tds 15 L RO + UV + UF + TDS Water Purifier,"₹5,298","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'OFFSITE WARRANTY ON ALL ELECTRONIC PARTS, INSTALLATION WILL BE PROVIDED BY SELLER, BUYER HAS TO PAY RS. 400 FOR INSTALLATION OUR TECHNICIAN WILL VISIT BUYER WITH IN 24 TO 48 HOURS. after installation every visit will be chargable. SUNDAY CLOSED']",3.4,24,3
Pureit by HUL Classic 14 L Gravity Based Water Purifier,"₹1,599","['Non - Electrical & Storage', 'Gravity Based', '14 L Capacity', '6 Months Manufacturer Warranty']",3.6,"1,487",196
KENT Ace Extra 8 L RO + UV + UF + TDS Control + Alkaline + UV in Tank Water Purifier with Alkaline Wat...,"₹16,200","['Electrical & Storage', 'RO + UV + UF + TDS Control + Alkaline + UV in Tank', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,001",373
Carrier Midea MWPRU080AL7 Antibacterial Replaceable Tank 8 L RO + UV Water Purifier,"₹13,999","['Electrical & Storage', 'RO + UV', '8 L Capacity', '1 Year on Product']",3.5,16,7
Ninki Fresh Aquafresh N2 15 L RO + UV + UF + Minerals Water Purifier,"₹4,999","['Electrical & Storage', 'RO + UV + UF + Minerals', '15 L Capacity', ""Water Purifier Warranty on MOTER/SMPS available from seller. But Installation amount will be paid by customer (installation charge is RS. 500-700/-). If any problem occurs during warranty period Then buyer will make courier at seller or service center ( courier charges by customer) address after that seller will replace MOTER/SMPS (Seller will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) and every visit will be chargeable after the installation (RS300/-) All service will chargeable.""]",none,none,none
"Aqua Fresh DT EPIC ALKALINE RO+UV+UF+TDS 15 L 15 L RO + UV + MP + MTDS Water Purifier (White, Blue) 15...","₹5,598","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'ONE YEAR OFFSITE WARRANTY ON ALL ELECTRONIC PARTS , INSTALLATION WILL BE PROVIDED BY SELLER, BUYER HAS TO PAY RS. 400-700 FOR INSTALLATION OUR TECHNICIAN WILL VISIT BUYER WITH IN 24 TO 48 HOURS for query/installation 8178961873 between 10 am to 6 pm. after installation every visit will be chargeable 300. SUNDAY closed']",none,none,none
KENT Ace 8 L RO + UV + UF + TDS Water Purifier,"₹13,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"39,144","5,163"
LIVPURE Linea 5 L RO + UV + Mineraliser Water Purifier,"₹10,999","['Electrical & Storage', 'RO + UV + Mineraliser', '5 L Capacity', '1 Year Warranty']",3.9,14,5
Aqua NYC Model 12 L ALKALINE VITAMIN B12 + COPPER FILTER + RO + UF + TDS+ALKALINE VITAMIN B12+COPPER F...,"₹5,224","['Electrical & Storage', 'RO + UF + TDS', '12 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",4.2,6,1
Bepure Wave 4G 9 L RO + UV + UF + TDS Water Purifier with Hot and Cold Features,"₹15,990","['Electrical & Storage', 'RO + UV + UF + TDS', '9 L Capacity', '1 Year Warranty on all electrical components including hot and cold water system and pump']",4.3,82,25
KENT ACE Plus 8 L RO + UV + UF + TDS Control + UV in Tank Water Purifier,"₹15,250","['Electrical & Storage', 'RO + UV + UF + TDS Control + UV in Tank', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"1,044",123
Aquaguard Elite 8 L RO + AVF + AC + MG Water Purifier,"₹10,999","['Electrical & Storage', 'RO + AVF + AC + MG', '8 L Capacity', '1 Year Manufacturer Warranty from the Date of Purchase']",4.4,28,4
Aqua SKYLAND Model RO+UV+UF+TDS+Copper Filter 18 L RO + UV + UF + TDS Water Purifier,"₹5,034","['Electrical & Storage', 'RO + UV + UF + TDS', '18 L Capacity', '6 months domestic warranty']",3.9,26,6
Earth Ro System GOLDLINE 8 L RO Water Purifier,"₹5,499","['Electrical & Storage', 'RO', '8 L Capacity', 'Parts will be Repair']",4.3,3,1
KENT Ace Lite 8 L RO + UF + TDS Water Purifier,"₹12,999","['Electrical & Storage', 'RO + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,335",428
Kinsco 6 Stage Style Aqua 15 L RO + UV + UF + TDS Water Purifier,"₹5,271","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', '1 Year Warranty on Electrical items. For every visit customer need to pay extra . For more info call 1800-212-6766 (Monday to Saturday) 10.00 a.m to 6.00 p.m']",4,340,129
Grand plus AQUAAUDI RO UV UF TDS CONTROLLER WITH 14 STAGE 12 L RO + UV + UF + TDS Water Purifier,"₹5,499","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', ""Warranty on MOTER/SMPS available from seller. But Installation amount will be paid by customer . If any problem occurs during warranty period Then buyer will make courier at seller or service center address after that seller will replace MOTER/SMPS (Seller will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation (RS300/-) All service will chargeable""]",3.2,11,6
Grand plus Aquaaudi Ro Uv Uf Tds Controller With 14 Stage 12 L RO + UV + UF + TDS Water Purifier,"₹5,915","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6 Months']",5,2,1
FABER FWP GALAXY PRO 7 L RO + MAT Water Purifier,"₹7,990","['Electrical & Storage', 'RO + MAT', '7 L Capacity', '1 year warranty on product']",3.5,12,1
Aquagrand Skyland 18 Ltr Copper Filter 18 L RO + UV + UF + TDS Water Purifier,"₹5,799","['Electrical & Storage', 'RO + UV + UF + TDS', '18 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",3.7,478,80
water solution ALFA W ALKALINE vitamin B12+RO+UV+TDS+UF PH Enhancer Antibacterial fully automatic 12 L...,"₹5,399","['Electrical & Storage', 'RO + UV', '12 L Capacity', 'OFFSITE WARRANTY ON ALL ELECTRONIC PARTS , INSTALLATION WILL BE PROVIDED BY SELLER, BUYER HAS TO PAY RS. 400-700 FOR INSTALLATION OUR TECHNICIAN WILL VISIT BUYER WITH IN 24 TO 48 HOURS for query/installation 8178961873 between 10 am to 6 pm. after installation every visit will be chargeable(250-300). SUNDAY closed']",none,none,none
Aquaultra A1011 8 L RO Water Purifier,"₹4,390","['Electrical & Storage', 'RO', '8 L Capacity', 'Buyer send Part to seller']",3.6,542,140
KENT Ace Star 8 L RO + UV + UF + TDS Water Purifier with Digital Display,"₹16,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,403,49
Aquaultra Aqua Ultra Ganga RO+UV+Active Copper Water Purifier 12 L RO + UV + MTDS Water Purifier,"₹4,650","['Electrical & Storage', 'RO + UV + MTDS', '12 L Capacity', '1 year manufacturer warranty']",3.5,44,5
LG WW140NPR 8 L RO Water Purifier,"₹16,179","['Electrical & Storage', 'RO', '8 L Capacity', '1 Year Warranty']",none,none,none
Aquagrand CANDY Green Model + ro + uv + uf + TDS Controller 15 L RO + UV + UF + TDS Water Purifier,"₹5,699","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', '6 Months offsite warranty on all electronic parts,installation will be provided by seller,buyer has to pay RS. 500-700 for installation,our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",none,none,none
KENT Ace Extra 8 L RO + UV + UF + TDS Control + Alkaline + UV in Tank Water Purifier with Alkaline Wat...,"₹16,200","['Electrical & Storage', 'RO + UV + UF + TDS Control + Alkaline + UV in Tank', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,001",373
Aqua Copper Model RO+UV+UF+TDS+Copper Filter 10 L RO + UV + UF + TDS Water Purifier,"₹5,319","['Electrical & Storage', 'RO + UV + UF + TDS', '10 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",3.7,57,7
Pureit Advanced Plus  + UV + MP 5 L RO Water Purifier,"₹9,161","['Electrical & Non - Storage', 'RO', '5 L Capacity', '2 year on product']",none,none,none
KONVIO Neer Aqua Ocean Pink Premium Water Purifier 13 L RO + UV + UF + TDS Water Purifier,"₹5,999","['Electrical & Storage', 'RO + UV + UF + TDS', '13 L Capacity', '1 Year warranty on electrical parts. Warranty will be null and void in case RO input water is not municipal corporation (TDS > 1000) water. Warranty will be null and void in case customer will install RO by third party.']",4.3,3,0
KENT Ace 8 L RO + UV + UF + TDS Water Purifier,"₹13,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"39,144","5,163"
LG  Mineral Booster Filter Change Indicator Dual Protection Stainless Steel Tank 8 L RO Water Purifier,"₹18,490","['Electrical & Storage', 'RO', '8 L Capacity', 'comprehensive']",4.4,82,13
nexus pure LED LIGHT ADVANCED COPPER + ALKALINE 10 L RO + UV + UF + TDS Water Purifier,"₹6,599","['Electrical & Storage', 'RO + UV + UF + TDS', '10 L Capacity', '6 MONTH WARRANTY APPLICABLE ONLY ON SMPS POWER SUPPLY']",3.9,431,180
Aqua NYC Model RO_UV_UF_TDS_Mineral Cartage Filter 15 L RO + UV + UF + TDS Water Purifier,"₹5,159","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",3.8,774,168
KENT ACE Plus 8 L RO + UV + UF + TDS Control + UV in Tank Water Purifier,"₹15,250","['Electrical & Storage', 'RO + UV + UF + TDS Control + UV in Tank', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"1,044",123
"Aquagrand Green Candy Alkaline + ro + uv + uf + TDS Controller, Alkaline Filter + 15 L RO + UV + UF + ...","₹5,399","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",3.9,87,20
HAVELLS GHWUPRL015 8 L UV + UF Water Purifier,"₹9,794","['Electrical & Storage', 'UV + UF', '8 L Capacity', 'comprehensive']",3.7,70,11
Aqua Red Audi Model Alkaline purify Mineral Ro + Uv + Uf + Tds + Alkaline Filter12 L 12 L RO + UV + UF...,"₹5,224","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6 months domestic warranty on electric parts(pump and smps)']",4.4,22,2
KENT Ace Lite 8 L RO + UF + TDS Water Purifier,"₹12,999","['Electrical & Storage', 'RO + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,342",428
Aqua Fresh Alfa Prism ALKALINE VITAMIN B12 + RO + UV + UF + TDS+ALKALINE B12 12 L RO + UV + UF + TDS W...,"₹5,449","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",none,none,none
Grand plus Aquacrux Alkaline 12 L RO + UV + UF + TDS Water Purifier 12 L RO + UV + UF + TDS Water Puri...,"₹5,789","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6 Months']",4,3,1
aquadeal MIRACLE ACTIVE COPPER Mineral RO+UV+UF+TDS 15 L RO + UV + UF + TDS Water Purifier,"₹6,649","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', '1 Year']",3.9,43,5
FABER FWP GALAXY PRO 7 L RO + MAT Water Purifier,"₹7,990","['Electrical & Storage', 'RO + MAT', '7 L Capacity', '1 year warranty on product']",3.5,11,1
"HAVELLS Digiplus Alkaline 6 L RO + UV Water Purifier 8 Stages, Double UV Purification and Patented Alk...","₹19,999","['Electrical & Storage', 'RO + UV', '6 L Capacity', '1 Year Warranty']",4.4,46,5
Aqua Fresh Omega Audi+Ro+Uv+Uf+tds 12 L RO + UV + UF + TDS Water Purifier,"₹5,799","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', ""Warranty on MOTER/SMPS available from Manufacture. But Installation amount will be paid by customer 450-600/- . If any problem occurs during warranty period Then buyer will make courier at Manufacture or service center address after that Manufacture will replace MOTER/SMPS (Manufacture will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation (RS300/-) Ã¢?Â¢ All service will chargeable.""]",none,none,none
Aqua Ultra Epic 14 L RO + UV + UF + TDS Water Purifier,"₹4,870","['Electrical & Storage', 'RO + UV + UF + TDS', '14 L Capacity', '12 month']",3.9,251,51
KENT Ace Star 8 L RO + UV + UF + TDS Water Purifier with Digital Display,"₹16,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.5,405,49
Pureit Classic nxt 7 L RO + MF Water Purifier,"₹9,008","['Electrical & Storage', 'RO + MF', '7 L Capacity', '1 year pureit india warranty']",4.3,268,55
Kinsco Aqua Zing 15 L RO + UV + UF + TDS Water Purifier,"₹4,274","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'Warranty On SMPS/Power Supply Only']",3.8,60,22
Aqua Fresh swift Mineral+ro+uv+uf+tds 15 L 15 L RO + UV + UF + TDS Water Purifier,"₹5,198","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'OFFSITE WARRANTY ON ALL ELECTRONIC PARTS , INSTALLATION WILL BE PROVIDED BY SELLER, BUYER HAS TO PAY RS. 500-700 FOR INSTALLATION OUR TECHNICIAN WILL VISIT BUYER WITH IN 24 TO 48 HOURS for query/installation 8178961873 between 10 am to 6 pm. after installation every visit will be chargeable(250-300). SUNDAY closed']",3.8,484,103
KENT Ace Extra 8 L RO + UV + UF + TDS Control + Alkaline + UV in Tank Water Purifier with Alkaline Wat...,"₹16,200","['Electrical & Storage', 'RO + UV + UF + TDS Control + Alkaline + UV in Tank', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,005",373
Aqua Fresh SkyLand 18 L RO + UV + UF + TDS Water Purifier,"₹5,559","['Electrical & Storage', 'RO + UV + UF + TDS', '18 L Capacity', 'Repair:Parts will be sent through courier. Customer courier the parts on seller address has customer cost.Technician visit will be chargeable if applicable']",4,214,36
Pureit ULTIMA nxt Mineral RO+UV+MF 10 L RO + UV + MF Water Purifier,"₹19,890","['Electrical & Storage', 'RO + UV + MF', '10 L Capacity', '1 Year Comprehensive Domestic Warranty on All Parts excluding Consumables & Germkill Kit. Technician Visit, if applicable, will be charged to the customer.']",4.2,448,70
LIVPURE Glitz+ 7 L RO + UF Water Purifier,"₹9,200","['Electrical & Storage', 'RO + UF', '7 L Capacity', '1 Year manufacture warranty']",4.1,103,21
KENT ACE Plus 8 L RO + UV + UF + TDS Control + UV in Tank Water Purifier,"₹15,250","['Electrical & Storage', 'RO + UV + UF + TDS Control + UV in Tank', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"1,129",126
KONVIO Stainless steel Gravity 18L with Total Dissolved solid Meter 18 L Gravity Based Water Purifier,"₹2,399","['Non - Electrical & Storage', 'Gravity Based', '18 L Capacity', '1 Year Warranty On Manufacturing Defects Only']",none,none,none
EUREKA FORBES Nrich 7 L RO + UV Water Purifier,"₹20,990","['Electrical & Storage', 'RO + UV', '7 L Capacity', '12 Months from the Date of Original Purchase']",none,none,none
Panasonic Tk-Cs50-Da UV Water Purifier,"₹6,490","['Electrical & Non - Storage', 'UV', '1 Year Domestic Warranty']",4.1,25,8
FABER FWP GALAXY FRESH 7 L RO + UV + MAT + pH Enhancer Water Purifier,"₹9,490","['Electrical & Storage', 'RO + UV + MAT + pH Enhancer', '7 L Capacity', '1 Year Warranty on Product']",3.7,7,4
Aqua Copper Nyc M 12 L RO + UV + UF + TDS Water Purifier,"₹5,250","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",none,none,none
Aqua Red Swift Model 12 L ALKALINE VITAMIN B12 + COPPER FILTER + RO + UF + TDS+ALKALINE VITAMIN B12+CO...,"₹5,199","['Electrical & Storage', 'RO + UF + TDS', '12 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",3.7,27,7
Aquagrand Model 12 Ltr Copper Filter+ ro + uv + uf + tds Water Purifier + COPPER Filter 12 L RO + UV +...,"₹5,699","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",3.7,7,2
KENT Ace Lite 8 L RO + UF + TDS Water Purifier,"₹12,999","['Electrical & Storage', 'RO + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,335",428
Aquaultra A100 15 L RO + UV + UF + TDS Water Purifier,"₹4,599","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', '12 month']",3.9,97,21
KENT WONDER (11033) 7 L RO + UF Water Purifier,"₹13,800","['Electrical & Storage', 'RO + UF', '7 L Capacity', '1 Year Warranty + 3 Years free service']",4.2,311,58
Blair ALTIS COPPER 13 L RO + UV + UF + TDS Water Purifier,"₹5,404","['Electrical & Storage', 'RO + UV + UF + TDS', '13 L Capacity', '6 MONTHS OFFSITE WARRANTY ON MOTOR AND SMPS']",3.7,27,0
FABER FWP GALAXY PRO 7 L RO + MAT Water Purifier,"₹7,990","['Electrical & Storage', 'RO + MAT', '7 L Capacity', '1 year warranty on product']",3.5,12,1
SAMTA wall mont OPEN  & Mineral RO Water Purifier,"₹5,319","['Electrical & Non - Storage', 'RO', '12 months replacement warranty on electrical parts']",4.4,11,4
Aqua Fresh AURA Mineral+ro+uv+uf+tds Electrical ground water purifier15 L 15 L RO + UV + UF + TDS Wate...,"₹5,449","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'ONE YEAR OFFSITE WARRANTY']",none,none,none
KENT Bathroom Water Softener 5.5-Litre (White) 5.5 L RO Water Purifier,"₹12,499","['Electrical & Non - Storage', 'RO', '5.5 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase']",3.9,10,2
KENT Ace Star 8 L RO + UV + UF + TDS Water Purifier with Digital Display,"₹16,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,403,49
Rk Aquafresh India BIO+++ ALKALINE PURIFICATION 12 L RO + UF + UV + UV_LED + TDS Control Water Purifie...,"₹5,129","['Electrical & Storage', 'RO + UF + UV + UV_LED + TDS Control', '12 L Capacity', '6Month Warranty On All Electronic Parts Except Uv Lamp']",3.9,87,41
Aquaguard Classic UV Water Purifier,"₹10,600","['Electrical & Non - Storage', 'UV', '1 Year Manufaturer Warranty']",4,372,75
Blair EPIC ALKALINE 15 L RO + UV + UF + TDS Water Purifier,"₹5,211","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', '6 MONTHS OFFSITE WARRANTY ON MOTOR AND SMPS']",4,23,6
KENT Ace Extra 8 L RO + UV + UF + TDS Control + Alkaline + UV in Tank Water Purifier with Alkaline Wat...,"₹16,200","['Electrical & Storage', 'RO + UV + UF + TDS Control + Alkaline + UV in Tank', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,001",373
Grand plus UV UF TDS CONTROLLER WITH 14 STAGE 17 L RO + UV + UF + TDS Water Purifier 17 L RO + UV + UF...,"₹5,499","['Electrical & Storage', 'RO + UV + UF + TDS', '17 L Capacity', '6 Months']",3.7,172,27
Royal Aquafresh AUDI 12 L RO + UV + UF Water Purifier,"₹5,264","['Electrical & Storage', 'RO + UV + UF', '12 L Capacity', 'Aquafresh e50 specially designed to work upto 2000 tds. E50 is equipped with high quality membrane and pump. Aquagrand e50 is suitable for a family of 4 to 6 members. Filtration features are as follows 1. 10"" Spun pre filter which you get free with this product. 2. Sediment filter removes remaining sand and fine particles from water. 3. Activated carbon removes odur, chlorine, enhance taste and polishes water to shine. 4. Reverse osmosis removes extra tds from water. 5. Tds adjuster adjusts tds as required for human consumption. 6. Uv chamber ultra violet rays kills bacteria and viruses and give us water free from water borne diseases without adding any chemical. 7. Uf ultra filter removes any remaining impurity in water']",3.5,154,39
"HAVELLS UV Plus 7 L UV + UF Water Purifier 5 Stages with storage tank, revitalizer with Smart Alerts a...","₹9,794","['Electrical & Storage', 'UV + UF', '7 L Capacity', '1 Year Warranty']",3.9,117,17
KENT Ace 8 L RO + UV + UF + TDS Water Purifier,"₹13,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"39,144","5,163"
"Aqua Z-plus- grand p- RO, UV, UF, TDS, MINIRALS, PREE filter, kye, candal-2 JK- 2021 15 L RO + UV + UF...","₹4,989","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'Electrical all parts']",4.4,8,1
Grand plus AQUA NEW NYC 12 L RO + UV + UF + TDS Water Purifier 12 L RO + UV + UF + TDS Water Purifier,"₹4,999","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6 Months']",3.2,6,1
Aqua Active MistyECO105 10 L RO + UV Water Purifier,"₹7,988","['Electrical & Storage', 'RO + UV', '10 L Capacity', 'Two year warranty for electrical parts, except UV Lamp. Warranty starts from date of dispatch. 2) Filters are consumables, get blocked or choked because of water only. If water quality is good filters life will be more, If water quality is bad (More turbidity or more TDS) Filters life will be less. so, not covered in Warranty. 3)Electrical part will be send through courier but technicians charge is to be pay by customer.']",3.1,7,1
KENT ACE Plus 8 L RO + UV + UF + TDS Control + UV in Tank Water Purifier,"₹15,250","['Electrical & Storage', 'RO + UV + UF + TDS Control + UV in Tank', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"1,044",123
Grand plus Plus 14 Stage CPR Skyland RO+UV+UF & TDS Manager 18 L RO + UV + UF + TDS Water Purifier,"₹5,548","['Electrical & Storage', 'RO + UV + UF + TDS', '18 L Capacity', ""Warranty on MOTER/SMPS available from Manufacture. But Installation amount will be paid by customer . If any problem occurs during warranty period Then buyer will make courier at Manufacture or service center address after that Manufacture will replace MOTER/SMPS (Manufacture will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation (RS300/-) â?¢ All service will chargeable""]",3.6,670,127
Grand plus water purifier_nyc 12 L RO + UV + UF + TDS Water Purifier,"₹5,499","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', ""Warranty on MOTER/SMPS available from seller. But Installation amount will be paid by customer . If any problem occurs during warranty period Then buyer will make courier at seller or service center address after that seller will replace MOTER/SMPS (Seller will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation (RS300/-) All service will chargeable""]",3.8,14,0
LG WW182EP 8 L RO + UV + UF Water Purifier with Stainless Steel Tank,"₹24,214","['Electrical & Storage', 'RO + UV + UF', '8 L Capacity', '1 Year Warranty on Product , Additional 9 Year Warrenty on Stainess Steel Tank .']",4.4,229,30
KENT Ace Lite 8 L RO + UF + TDS Water Purifier,"₹12,999","['Electrical & Storage', 'RO + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,342",428
"Aqua AQU- GRAND PLUS GRAND, RO, UV, UF, TDS,MINIRALS, pree filter & candal 1pc- 2021 12 L RO + UV + UF...","₹4,659","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', 'technician visit if applicable will be charged to the costomer.']",3.2,5,0
Royal Aquafresh Blue Swift 12 L RO + UV + UF + TDS Water Purifier,"₹5,298","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', ""Warranty on MOTER/SMPS available from Manufacture. But Installation amount will be paid by customer 450-600/- . If any problem occurs during warranty period Then buyer will make courier at Manufacture or service center address after that Manufacture will replace MOTER/SMPS (Manufacture will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation (RS300/-) Ã¢?Â¢ All service will chargeable.""]",3.9,18,3
Pureness Pureness Jumbo 50 LPH RO Water Purifier 50 L RO + UV + UF + TDS Water Purifier,"₹17,667","['Electrical & Non - Storage', 'RO + UV + UF + TDS', '50 L Capacity', '1 Year Warranty.']",3.5,8,1
FABER FWP GALAXY PRO 7 L RO + MAT Water Purifier,"₹7,990","['Electrical & Storage', 'RO + MAT', '7 L Capacity', '1 year warranty on product']",3.5,11,1
Grand plus NEW BLUE CRUX 12 L RO + UV + UF + TDS Water Purifier,"₹5,899","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', ""Warranty on MOTER/SMPS available from seller. But Installation amount will be paid by customer . If any problem occurs during warranty period Then buyer will make courier at seller or service center address after that seller will replace MOTER/SMPS (Seller will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation (RS300/-) Ã¢?Â¢ All service will chargeable""]",none,none,none
EUREKA FORBES Aquaguard Enhance RO+UV+UF+MTDS Water Purifier With Active Copper 7 L RO + UV + UF + TDS...,"₹18,499","['Electrical & Storage', 'RO + UV + UF + TDS', '7 L Capacity', '1 Years Warranty on Product']",3.9,26,6
